Name,HUCid,LinearUnitName,areaProjectedUnits,areaSqKM,areaAcres,elongation,orientation,longAxis,relief,reliefRatio,shapeIndex,drainageDensity,ruggednessNumber
Upper Guadalupe,12100201,Meter,3710179721.3,3710.7,916932.71,0.467171616345,96.7441364208,147121.479788,139.937449072,0.951169396025,5.83387637282,1.48455326036,207.744596267
